"Number of Particles" "Sprites per particle" "Step time" "Emission time" "Rendering time" "LBM step time" "Update time" "FPS"
3920 1 0.451306 0.000152 0.073533 0.021425 0.356196 3
3940 1 0.459822 0.000148 0.074854 0.021207 0.363613 3
3960 1 0.463488 0.000152 0.074704 0.021237 0.367395 3
3980 1 0.46959 0.00015 0.076252 0.021241 0.371947 3
4000 1 0.471896 0.000151 0.075749 0.021213 0.374783 3
4020 1 0.479324 0.000152 0.07559 0.021202 0.38238 3
4040 1 0.482677 0.000158 0.075833 0.02121 0.385476 3
4060 1 0.485385 0.000149 0.077338 0.021201 0.386697 3
4080 1 0.489066 0.00015 0.077191 0.021205 0.39052 3
4100 1 0.495307 0.000147 0.077501 0.021263 0.396396 3
4120 1 0.501085 0.000132 0.076434 0.021239 0.40328 3
4140 1 0.511527 0.000132 0.07806 0.021234 0.412101 3
4160 1 0.520246 0.000133 0.076734 0.021201 0.422178 2
4180 1 0.533174 0.000145 0.077349 0.021195 0.434485 2
4200 1 0.536139 0.000152 0.075872 0.021195 0.43892 2
4220 1 0.54402 0.000145 0.076944 0.021485 0.445446 2
4240 1 0.550465 0.000146 0.076822 0.02122 0.452277 2
4260 1 0.561738 0.00015 0.076779 0.021201 0.463608 2
4280 1 0.567053 0.000149 0.078349 0.021211 0.467344 2
4300 1 0.576218 0.000147 0.078786 0.021215 0.47607 2
4320 1 0.58642 0.000156 0.079592 0.021246 0.485426 2
4340 1 0.596088 0.000146 0.081049 0.021243 0.49365 2
4360 1 0.60343 0.000149 0.080159 0.021249 0.501873 2
4380 1 0.621487 0.000155 0.082487 0.021357 0.517488 2
4400 1 0.628431 0.000146 0.082582 0.021195 0.524508 2
4420 1 0.638001 0.000148 0.083018 0.021207 0.533628 2
4440 1 0.646142 0.000148 0.084661 0.021239 0.540094 2
4460 1 0.663429 0.00016 0.087695 0.021255 0.554319 2
4480 1 0.670933 0.000149 0.089745 0.021254 0.559785 2
4500 1 0.680519 0.000149 0.089378 0.02125 0.569742 2
4520 1 0.691824 0.000149 0.091874 0.021272 0.578529 2
4540 1 0.703493 0.000211 0.095777 0.021255 0.58625 2
4560 1 0.715568 0.000149 0.098046 0.021214 0.596159 2
4580 1 0.727743 0.000152 0.096845 0.021212 0.609534 2
4600 1 0.741226 0.000146 0.098194 0.021254 0.621632 2
4620 1 0.74829 0.000154 0.101517 0.021197 0.625422 2
4640 1 0.76048 0.000149 0.103522 0.021201 0.635608 2
4660 1 0.765501 0.000145 0.102268 0.021203 0.641885 2
4680 1 0.781326 0.000147 0.103315 0.021284 0.65658 2
4700 1 0.785939 0.000149 0.10098 0.021244 0.663566 2
4720 1 0.794911 0.000155 0.097581 0.021249 0.675926 2
4740 1 0.806499 0.00015 0.095273 0.021207 0.689869 2
4760 1 0.81538 0.000148 0.093927 0.021355 0.69995 2
4780 1 0.826156 0.000155 0.095362 0.021269 0.70937 2
4800 1 0.833635 0.000149 0.099691 0.021206 0.712589 2
4820 1 0.84722 0.000156 0.105281 0.021209 0.720574 2
4840 1 0.871616 0.000149 0.109956 0.021211 0.7403 2
4860 1 0.880943 0.000154 0.115164 0.02131 0.744315 2
4880 1 0.886401 0.000186 0.119749 0.021241 0.745225 2
4900 1 0.904525 0.000145 0.114892 0.021278 0.76821 2
4920 1 0.902524 0.000144 0.113782 0.021213 0.767385 2
4940 1 0.923017 0.000183 0.118253 0.021196 0.783385 2
4960 1 0.92761 0.000148 0.109228 0.021213 0.797021 2
4980 1 0.939111 0.000146 0.108097 0.021213 0.809655 2
5000 1 0.946753 0.000155 0.107576 0.021254 0.817768 2
