"Number of Particles" "Sprites per particle" "Step time" "Emission time" "Rendering time" "LBM step time" "Update time" "FPS"
4180 1 0.561835 0.000359 0.070487 0.020929 0.47006 2
4200 1 0.568135 0.000365 0.068772 0.020974 0.478024 2
4220 1 0.574297 0.000364 0.065285 0.020957 0.487691 2
4240 1 0.5792 0.000362 0.069408 0.020944 0.488486 2
4260 1 0.587329 0.000362 0.068576 0.020997 0.497394 2
4280 1 0.594683 0.00036 0.067254 0.020959 0.50611 2
4300 1 0.604316 0.000363 0.072748 0.020939 0.510266 2
4320 1 0.61302 0.000369 0.071459 0.020933 0.520259 2
4340 1 0.61877 0.000422 0.071043 0.020929 0.526376 2
4360 1 0.622394 0.000361 0.07193 0.020927 0.529176 2
4380 1 0.627285 0.000363 0.070094 0.020915 0.535913 2
4400 1 0.637935 0.000369 0.075021 0.020921 0.541624 2
4420 1 0.648163 0.00037 0.07182 0.021103 0.55487 2
4440 1 0.661465 0.000361 0.074108 0.020966 0.56603 2
4460 1 0.678303 0.00037 0.07674 0.021007 0.580186 2
4480 1 0.690905 0.000365 0.08176 0.020918 0.587862 2
4500 1 0.703756 0.000358 0.088898 0.02092 0.59358 2
4520 1 0.701077 0.000357 0.082116 0.021069 0.597535 2
4540 1 0.718116 0.000363 0.087218 0.020973 0.609562 2
4560 1 0.731075 0.000357 0.089658 0.020928 0.620132 2
4580 1 0.731904 0.000361 0.088341 0.021057 0.622145 2
4600 1 0.74487 0.000375 0.091816 0.020932 0.631747 2
4620 1 0.761479 0.000367 0.09812 0.02093 0.642062 2
4640 1 0.770404 0.000359 0.093233 0.021006 0.655806 2
4660 1 0.775864 0.000366 0.089838 0.020977 0.664683 2
4680 1 0.785486 0.000358 0.091816 0.020932 0.67238 2
4700 1 0.797487 0.00036 0.088842 0.020938 0.687347 2
4720 1 0.803344 0.000356 0.088006 0.020943 0.694039 2
4740 1 0.812416 0.000369 0.086272 0.020934 0.704841 2
4760 1 0.821584 0.000363 0.08504 0.020981 0.7152 2
4780 1 0.835775 0.000358 0.093223 0.021024 0.72117 2
4800 1 0.846805 0.00036 0.097715 0.020959 0.727771 2
4820 1 0.86423 0.00035 0.102818 0.020962 0.7401 2
4840 1 0.875182 0.000423 0.1018 0.021092 0.751867 2
4860 1 0.885522 0.000364 0.105082 0.02096 0.759116 2
4880 1 0.897724 0.000215 0.106809 0.02086 0.76984 2
4900 1 0.909494 0.000212 0.106545 0.020923 0.781814 2
4920 1 0.922358 0.000365 0.0997 0.020937 0.801356 2
4940 1 0.929635 0.000357 0.096118 0.021644 0.811516 2
4960 1 0.926018 0.00036 0.096329 0.020936 0.808393 2
4980 1 0.952354 0.000363 0.095609 0.020923 0.835459 2
5000 1 0.966695 0.000359 0.095982 0.020965 0.849389 2
