"Number of Particles" "Sprites per particle" "Step time" "Emission time" "Rendering time" "LBM step time" "Update time"
8400 4 7.82695 0.004861 0.363767 0.018924 7.43939 1
8500 4 8.05205 0.000977 0.3912 0.018998 7.64087 1
8600 4 8.2748 0.00098 0.389854 0.019036 7.86493 1
8700 4 8.45092 0.000986 0.386945 0.018959 8.04403 1
8800 4 8.629 0.000981 0.395015 0.018958 8.21404 1
8900 4 8.82996 0.000984 0.399284 0.018931 8.41076 1
9000 4 9.04358 0.000977 0.39243 0.019097 8.63107 1
9100 4 9.5508 0.000983 0.407396 0.019207 9.12321 1
9200 4 9.46406 0.005051 0.414909 0.018938 9.02516 1
9300 4 9.68746 0.00099 0.41775 0.019384 9.24933 1
9400 4 9.9373 0.000993 0.435678 0.018937 9.48169 1
9500 4 10.1424 0.000992 0.425309 0.018937 9.69712 1
9600 4 10.387 0.000993 0.443767 0.019029 9.92317 1
9700 4 10.626 0.000974 0.444106 0.018933 10.162 1
9800 4 10.8158 0.001313 0.447178 0.018944 10.3483 1
9900 4 11.0257 0.000981 0.441497 0.018941 10.5643 1
10000 4 11.2993 0.000974 0.450061 0.018942 10.8293 1
